;89;1,733313
;89;0,687671
;93;0,879188
;93;0,917328
;94;0,500639
;94;0,349571
;97;0,657271
;99;1,005228
;103;0,488729
;103;0,233705
;104;0,834061
;105;0,355916
;105;0,311233
;107;0,179992
;107;0,236564
;108;1,834052
;109;0,780884
;109;0,433761
;111;0,374555
;111;0,136533
;112;1,102961
;113;0,549119
;113;0,563886
;113;0,407632
;113;2,986735
;115;1,576985
;116;0,525266
;117;0,12585
;117;0,427956
;119;0,039282
;120;0,43786
;121;0,089967
;121;0,106757
;122;0,904057
;122;0,27663
;122;0,143855
;122;0,170589
;123;0,408344
;123;0,409868
;123;0,619592
;124;0,370105
;125;0,662793
;125;0,470098
;126;0,53128
;126;0,771339
;127;0,902703
;127;0,799271
;128;0,443143
;129;0,302426
;129;2,023817
;129;2,884816
;130;1,131654
;131;1,667429
;131;0,454524
;131;0,402024
;131;1,22218
;132;0,579035
;132;0,526653
;132;0,251264
;133;0,616724
;134;1,246114
;135;1,529439
;136;0,61385
;136;0,49528
;136;0,433612
;136;0,45828
;137;0,273524
;137;0,925961
;137;2,444701
;138;3,146146
;138;0,895174
;139;1,207906
;139;0,730987
;139;0,122534
;140;0,86976
;140;0,582069
;140;0,833297
;140;1,039637
;140;0,230508
;141;1,403154
;141;2,060198
;141;0,709805
;142;1,934577
;142;0,211917
;142;1,309469
;143;3,995438
;144;1,184564
;144;2,358767
;145;0,747727
;145;1,454136
;146;1,193686
;146;1,94952
;147;1,944066
;147;1,130539
;147;0,318043
;147;0,879615
;148;1,468539
;148;2,237699
;148;1,919718
;148;0,593212
;149;1,119967
;149;4,19534
;149;0,943449
;149;0,253371
;149;0,939117
;150;1,532861
;150;1,440959
;150;0,496267
;150;0,853435
;151;0,668082
;151;1,773085
;151;0,934419
;151;1,001479
;151;1,609046
;153;0,502958
;153;1,281498
;154;0,294367
;154;5,175975
;154;2,346217
;155;0,746928
;156;0,412462
;156;1,195406
;156;2,969508
;156;1,857245
;156;2,124791
;156;0,44429
;157;2,346391
;157;0,801633
;157;4,806805
;158;1,442624
;158;4,504724
;158;7,870092
;158;1,14631
;158;5,032216
;160;0,350625
;160;1,006146
;161;0,770879
;161;3,903592
;161;1,154718
;161;1,745997
;162;1,985234
;162;0,689118
;162;1,289477
;163;2,403167
;163;0,320264
;163;4,312527
;163;2,970866
;163;3,079829
;163;1,966399
;163;2,773674
;163;0,741294
;164;2,02266
;164;2,180347
;164;0,384743
;164;0,824953
;164;0,268831
;165;2,634443
;165;0,428705
;165;1,877663
;165;0,910697
;165;0,873904
;165;3,485168
;166;2,878361
;166;1,943489
;167;2,930207
;167;1,489835
;167;0,713504
;167;4,566103
;168;1,635471
;168;2,339072
;168;1,176074
;168;0,33371
;169;2,449229
;169;0,623658
;169;0,86062
;170;1,760697
;170;4,197148
;170;2,58299
;171;1,168305
;171;2,191193
;171;1,754257
;172;1,807177
;172;2,422776
;173;1,15045
;173;3,85446
;173;0,76326
;173;1,661414
;173;3,472332
;173;3,53184
;174;0,345418
;175;4,891938
;177;3,78168
;177;2,77811
;178;6,57394
;178;2,177587
;179;2,90853
;179;0,315672
;179;2,319238
;179;3,205815
;179;1,872733
;181;0,579635
;181;2,608949
;181;0,407873
;182;0,537897
;184;1,024579
;185;0,493946
;186;6,677435
;186;8,299131
;187;0,606432
;188;3,003859
;190;4,45374
;191;6,180186
;192;6,054028
;194;7,350671
;194;10,232712
;195;6,269358
;196;9,013623
;199;0,50955
;199;6,61164
;203;1,191249
;203;10,989775
;207;16,435334
;207;19,376364
;216;1,193709
;218;1,307591
;Fixé (<=225);
