0.000;0.026;0.271;0.000;0.000;0.001;0.036;0.039;0.025;0.002;0.002;0.001;0.001;0.009;0.000;0.002;0.002;0.000;0.000;0.055;0.000;0.000;0.018;0.001;0.001;0.000;0.009;0.002;0.001;0.003;0.000;0.001;0.003;0.000;0.003;0.039;0.001;0.002;0.004;0.000;0.000;0.008;0.001;0.000;0.000;0.003;0.001;0.001;0.001;0.000;0.001;0.000;0.001;0.004;0.005;0.000;0.001;0.000;0.285;0.000;0.002;0.004;0.000;0.001;0.001;0.001;0.000;0.000;0.003;0.002;0.001;0.002;0.004;0.000;0.001;0.001;0.001;0.003;0.001;0.001;0.008;0.003;0.001;0.059;0.001;0.001;0.001;0.000;0.000;0.005;0.001;0.002;0.003;0.001;0.002;0.002;0.001;0.001;0.000;0.004
0.000;0.053;0.044;0.004;0.003;0.004;0.143;0.005;0.002;0.007;0.002;0.007;0.002;0.003;0.001;0.002;0.003;0.003;0.003;0.197;0.004;0.005;0.032;0.002;0.002;0.001;0.002;0.003;0.002;0.024;0.002;0.012;0.055;0.002;0.002;0.009;0.002;0.002;0.005;0.002;0.001;0.007;0.002;0.002;0.005;0.002;0.002;0.001;0.001;0.007;0.002;0.011;0.001;0.005;0.003;0.001;0.002;0.001;0.008;0.001;0.009;0.069;0.001;0.002;0.002;0.002;0.006;0.002;0.005;0.002;0.002;0.005;0.001;0.002;0.008;0.003;0.003;0.002;0.002;0.002;0.027;0.002;0.063;0.003;0.002;0.002;0.003;0.004;0.002;0.005;0.002;0.006;0.002;0.001;0.007;0.002;0.004;0.003;0.002;0.003
0.000;0.021;0.134;0.000;0.001;0.000;0.000;0.003;0.006;0.001;0.000;0.000;0.000;0.003;0.000;0.000;0.000;0.002;0.000;0.394;0.000;0.001;0.011;0.002;0.001;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.001;0.000;0.004;0.000;0.000;0.001;0.000;0.003;0.005;0.005;0.000;0.000;0.001;0.007;0.003;0.000;0.000;0.004;0.000;0.001;0.001;0.001;0.219;0.000;0.000;0.031;0.000;0.000;0.001;0.000;0.000;0.001;0.001;0.001;0.001;0.001;0.001;0.000;0.004;0.070;0.001;0.004;0.000;0.001;0.001;0.001;0.000;0.020;0.000;0.000;0.000;0.000;0.001;0.005;0.000;0.000;0.001;0.000;0.001;0.000;0.000;0.001;0.003;0.001
0.000;0.006;0.046;0.002;0.001;0.001;0.055;0.004;0.001;0.001;0.001;0.009;0.038;0.003;0.001;0.000;0.002;0.001;0.025;0.009;0.001;0.001;0.052;0.002;0.001;0.001;0.001;0.001;0.022;0.285;0.002;0.002;0.018;0.001;0.002;0.001;0.024;0.000;0.002;0.000;0.001;0.003;0.002;0.001;0.001;0.003;0.001;0.000;0.001;0.004;0.002;0.003;0.001;0.124;0.027;0.001;0.001;0.001;0.024;0.001;0.002;0.008;0.000;0.002;0.001;0.001;0.028;0.001;0.001;0.002;0.001;0.002;0.001;0.020;0.001;0.049;0.001;0.001;0.001;0.001;0.001;0.002;0.002;0.007;0.001;0.021;0.001;0.001;0.001;0.001;0.002;0.002;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.002
0.000;0.000;0.013;0.000;0.000;0.000;0.000;0.000;0.080;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.263;0.000;0.000;0.001;0.001;0.000;0.000;0.002;0.001;0.000;0.000;0.000;0.001;0.000;0.001;0.004;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.167;0.003;0.000;0.000;0.000;0.001;0.000;0.001;0.000;0.000;0.003;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.001;0.000;0.113;0.000;0.000;0.000;0.000;0.317;0.000
0.000;0.001;0.057;0.000;0.000;0.000;0.018;0.005;0.009;0.000;0.000;0.003;0.000;0.209;0.000;0.000;0.001;0.000;0.000;0.004;0.000;0.000;0.055;0.044;0.000;0.000;0.000;0.001;0.032;0.002;0.000;0.000;0.058;0.000;0.001;0.052;0.000;0.000;0.000;0.000;0.000;0.031;0.001;0.000;0.000;0.020;0.000;0.000;0.000;0.001;0.001;0.000;0.000;0.012;0.090;0.000;0.000;0.000;0.091;0.000;0.040;0.002;0.000;0.001;0.000;0.000;0.000;0.000;0.039;0.062;0.000;0.001;0.001;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.002;0.000;0.038;0.001;0.000;0.000;0.000;0.000;0.001;0.000;0.001;0.000;0.001;0.000;0.001;0.000;0.000;0.000;0.001
0.000;0.001;0.096;0.001;0.001;0.001;0.112;0.005;0.001;0.001;0.001;0.022;0.001;0.007;0.001;0.000;0.003;0.001;0.001;0.008;0.001;0.000;0.526;0.036;0.004;0.000;0.001;0.002;0.002;0.002;0.001;0.001;0.006;0.000;0.004;0.001;0.002;0.000;0.003;0.000;0.001;0.004;0.003;0.001;0.001;0.004;0.001;0.001;0.001;0.002;0.001;0.001;0.001;0.005;0.005;0.001;0.001;0.001;0.017;0.001;0.006;0.025;0.000;0.001;0.002;0.001;0.005;0.000;0.002;0.006;0.002;0.001;0.001;0.002;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.002;0.001;0.005;0.002;0.001;0.001;0.000;0.001;0.002;0.002;0.003;0.000;0.002;0.001;0.002;0.000;0.001;0.000;0.002
0.000;0.066;0.019;0.000;0.000;0.047;0.011;0.010;0.000;0.001;0.000;0.001;0.001;0.001;0.021;0.064;0.001;0.010;0.012;0.024;0.000;0.020;0.003;0.000;0.000;0.041;0.031;0.001;0.000;0.001;0.000;0.001;0.002;0.095;0.001;0.001;0.000;0.054;0.000;0.053;0.000;0.002;0.000;0.023;0.001;0.001;0.000;0.014;0.000;0.001;0.000;0.001;0.000;0.001;0.000;0.000;0.001;0.011;0.007;0.000;0.001;0.004;0.039;0.000;0.000;0.000;0.003;0.019;0.000;0.000;0.000;0.001;0.001;0.000;0.004;0.000;0.001;0.001;0.046;0.000;0.025;0.001;0.023;0.010;0.000;0.001;0.021;0.025;0.000;0.000;0.000;0.001;0.025;0.000;0.001;0.001;0.047;0.013;0.023;0.002
0.000;0.001;0.049;0.001;0.000;0.000;0.030;0.003;0.000;0.000;0.000;0.002;0.000;0.002;0.000;0.000;0.001;0.000;0.000;0.003;0.000;0.000;0.092;0.001;0.029;0.000;0.000;0.001;0.001;0.002;0.000;0.000;0.002;0.000;0.184;0.000;0.001;0.000;0.002;0.000;0.000;0.001;0.131;0.000;0.000;0.135;0.000;0.000;0.000;0.001;0.000;0.001;0.000;0.010;0.003;0.000;0.001;0.000;0.042;0.000;0.001;0.004;0.000;0.001;0.000;0.000;0.000;0.000;0.001;0.001;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.001;0.000;0.001;0.000;0.001;0.000;0.001;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.135;0.000;0.001;0.000;0.108;0.000;0.001
0.000;0.002;0.252;0.002;0.001;0.001;0.031;0.037;0.001;0.001;0.001;0.003;0.001;0.005;0.000;0.000;0.002;0.000;0.000;0.095;0.001;0.000;0.109;0.004;0.014;0.000;0.001;0.002;0.002;0.003;0.000;0.001;0.004;0.000;0.004;0.003;0.001;0.000;0.002;0.000;0.000;0.004;0.001;0.000;0.002;0.003;0.000;0.000;0.001;0.002;0.001;0.000;0.001;0.003;0.004;0.001;0.002;0.000;0.321;0.001;0.004;0.004;0.000;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.005;0.001;0.001;0.002;0.002;0.001;0.001;0.002;0.002;0.001;0.001;0.001;0.002;0.003;0.003;0.001;0.000;0.001;0.000;0.001;0.001;0.004;0.002;0.001;0.001;0.001;0.001;0.001;0.001;0.011
