CODGEO;LIBGEO;SEXE1_AGEPYR1000;SEXE1_AGEPYR1003;SEXE1_AGEPYR1006;SEXE1_AGEPYR1011;SEXE1_AGEPYR1018;SEXE1_AGEPYR1025;SEXE1_AGEPYR1040;SEXE1_AGEPYR1055;SEXE1_AGEPYR1065;SEXE1_AGEPYR1080;SEXE2_AGEPYR1000;SEXE2_AGEPYR1003;SEXE2_AGEPYR1006;SEXE2_AGEPYR1011;SEXE2_AGEPYR1018;SEXE2_AGEPYR1025;SEXE2_AGEPYR1040;SEXE2_AGEPYR1055;SEXE2_AGEPYR1065;SEXE2_AGEPYR1080;population;LIBGEO2
19200;Saint-Étienne-la-Geneste;2;2;7;7;2;7;16;4;5;1;1;1;1;6;0;9;10;4;7;1;93;saint etienne la geneste
19201;Saint-Exupéry-les-Roches;7;4;12;32;15;41;73;49;43;13;7;4;21;29;13;42;62;49;52;25;593;saint exupery les roches
19202;Sainte-Féréole;34;30;63;82;30;165;214;137;134;46;27;34;52;78;36;168;211;144;135;72;1892;sainte fereole
19203;Sainte-Fortunade;22;18;64;81;29;94;191;151;175;44;15;28;38;68;30;111;201;161;173;94;1788;sainte fortunade
19204;Saint-Fréjoux;7;9;7;12;7;28;28;16;21;6;3;5;12;11;8;31;31;12;30;7;291;saint frejoux
19205;Saint-Geniez-ô-Merle;1;1;3;1;3;5;6;10;10;4;0;1;2;3;1;5;8;9;17;4;94;saint geniez o merle
19206;Saint-Germain-Lavolps;0;0;4;2;1;4;11;10;10;2;2;2;1;2;3;9;9;4;7;4;87;saint germain lavolps
19207;Saint-Germain-les-Vergnes;24;30;41;43;17;87;129;81;59;32;17;20;47;47;11;91;124;72;67;59;1098;saint germain les vergnes
19208;Saint-Hilaire-Foissac;3;2;3;11;2;19;21;15;13;6;3;4;3;4;6;14;21;19;11;12;192;saint hilaire foissac
19209;Saint-Hilaire-les-Courbes;0;1;2;6;5;6;23;12;16;7;3;1;4;5;3;8;18;8;17;9;154;saint hilaire les courbes
19210;Saint-Hilaire-Luc;0;0;0;2;2;4;7;8;7;5;1;1;2;1;0;7;6;4;8;5;70;saint hilaire luc
19211;Saint-Hilaire-Peyroux;14;26;44;40;17;86;96;76;58;22;16;19;32;37;22;89;83;80;61;49;967;saint hilaire peyroux
19212;Saint-Hilaire-Taurieux;1;1;1;9;1;3;16;3;8;2;3;2;5;6;0;4;12;3;10;11;101;saint hilaire taurieux
19213;Saint-Jal;10;10;14;26;17;49;58;53;39;29;7;9;16;33;17;45;75;37;54;35;633;saint jal
19214;Saint-Julien-aux-Bois;7;3;8;10;12;26;33;47;59;18;9;5;9;5;3;23;41;53;56;39;466;saint julien aux bois
19215;Saint-Julien-le-Pèlerin;1;1;1;4;2;8;11;15;15;3;0;2;3;4;2;10;9;15;15;8;129;saint julien le pelerin
19216;Saint-Julien-le-Vendômois;2;6;7;5;7;15;28;25;18;8;3;1;9;14;2;20;26;19;22;13;250;saint julien le vendomois
19217;Saint-Julien-Maumont;1;2;5;8;0;8;17;20;10;7;0;2;3;7;2;8;18;17;17;12;164;saint julien maumont
19219;Sainte-Marie-Lapanouze;2;2;7;0;0;10;0;3;2;1;2;1;5;2;1;9;6;2;5;1;61;sainte marie lapanouze
19220;Saint-Martial-de-Gimel;6;14;16;17;15;36;51;43;40;22;6;2;10;15;5;34;47;45;38;25;487;saint martial de gimel
19221;Saint-Martial-Entraygues;4;1;2;2;1;5;9;7;7;1;1;0;3;3;3;8;4;9;8;4;82;saint martial entraygues
19222;Saint-Martin-la-Méanne;0;6;7;9;8;11;38;32;42;15;3;5;5;10;3;16;35;29;39;29;342;saint martin la meanne
19223;Saint-Martin-Sepert;2;5;6;7;10;22;32;23;32;9;3;2;4;11;6;21;27;18;32;10;282;saint martin sepert
19225;Saint-Merd-de-Lapleau;1;4;3;7;1;11;12;16;20;9;3;3;6;8;0;13;14;20;19;13;183;saint merd de lapleau
19226;Saint-Merd-les-Oussines;1;2;0;3;3;11;12;13;10;8;1;2;2;2;5;10;13;14;10;8;130;saint merd les oussines
19227;Saint-Mexant;29;39;47;48;26;122;135;98;82;27;13;30;53;45;15;124;138;102;86;51;1310;saint mexant
19228;Saint-Pantaléon-de-Lapleau;3;2;2;2;2;3;12;7;3;3;0;0;2;1;2;5;6;7;3;2;67;saint pantaleon de lapleau
19229;Saint-Pantaléon-de-Larche;69;89;156;224;117;365;493;371;344;113;52;75;135;206;117;385;532;384;418;141;4786;saint pantaleon de larche
19230;Saint-Pardoux-Corbier;7;8;13;15;5;31;36;39;34;17;5;9;11;17;7;35;37;33;34;21;414;saint pardoux corbier
19231;Saint-Pardoux-la-Croisille;1;1;5;10;1;9;21;17;19;9;1;1;3;2;2;10;19;15;22;10;178;saint pardoux la croisille
19232;Saint-Pardoux-le-Neuf;3;0;3;2;1;7;6;11;5;2;0;3;0;0;1;9;6;9;7;1;76;saint pardoux le neuf
19233;Saint-Pardoux-le-Vieux;4;7;10;13;7;19;40;29;15;4;3;7;12;12;7;22;40;20;19;10;300;saint pardoux le vieux
19234;Saint-Pardoux-l'Ortigier;8;6;18;21;18;28;65;40;34;10;8;6;12;13;14;40;52;24;37;25;479;saint pardoux l'ortigier
19235;Saint-Paul;2;3;9;4;2;13;21;17;20;7;3;4;1;12;0;14;26;20;27;9;214;saint paul
19236;Saint-Priest-de-Gimel;10;11;20;17;13;52;48;31;31;15;8;9;19;19;13;46;49;33;42;13;499;saint priest de gimel
19237;Saint-Privat;14;10;20;29;24;61;114;80;104;53;3;17;24;43;20;54;121;79;124;86;1080;saint privat
19238;Saint-Rémy;4;4;7;5;9;21;32;23;11;8;5;3;2;13;3;20;23;14;10;10;227;saint remy
19239;Saint-Robert;3;3;13;5;2;26;22;28;45;12;3;3;9;8;3;17;23;26;46;15;312;saint robert
19240;Saint-Salvadour;2;6;9;16;6;19;40;21;32;8;6;4;6;11;5;22;37;21;26;13;310;saint salvadour
19241;Saint-Setiers;6;3;6;9;6;29;23;16;31;8;6;10;4;5;5;31;18;23;31;15;285;saint setiers
19242;Saint-Solve;3;12;19;36;6;30;56;31;28;16;4;8;8;25;8;26;56;38;35;15;460;saint solve
19243;Saint-Sornin-Lavolps;9;12;14;18;16;41;67;68;100;54;5;9;20;27;16;50;82;67;127;61;863;saint sornin lavolps
19244;Saint-Sulpice-les-Bois;2;1;6;2;0;5;11;9;4;6;0;3;3;3;0;7;6;6;5;5;84;saint sulpice les bois
19245;Saint-Sylvain;1;0;5;2;3;6;15;18;9;7;1;2;2;8;3;6;14;10;16;10;138;saint sylvain
19246;Saint-Viance;34;44;59;75;49;143;196;129;123;38;26;33;58;102;37;155;203;126;137;55;1822;saint viance
19247;Saint-Victour;2;0;2;13;3;12;24;15;13;3;2;2;9;9;5;10;25;14;12;9;184;saint victour
19248;Saint-Ybard;8;11;15;25;13;61;65;44;63;23;13;12;14;19;22;57;65;42;71;39;682;saint ybard
19249;Saint-Yrieix-le-Déjalat;5;1;13;15;15;18;39;23;40;8;2;0;7;11;7;25;32;29;31;24;345;saint yrieix le dejalat
19250;Salon-la-Tour;10;10;27;27;13;55;64;53;52;22;3;12;15;20;10;54;57;52;46;51;653;salon la tour
19251;Sarran;5;3;9;6;3;19;29;15;28;10;8;3;8;8;7;22;27;12;37;13;272;sarran
19252;Sarroux - Saint Julien;6;11;29;57;26;55;98;72;81;23;8;10;21;28;12;63;82;69;65;29;845;sarroux   saint julien
19253;Segonzac;0;2;4;6;4;9;30;19;24;13;5;6;4;9;5;10;22;17;18;15;222;segonzac
19254;Ségur-le-Château;0;2;2;4;2;4;25;22;20;10;0;2;2;6;1;11;17;17;20;13;180;segur le chateau
19255;Seilhac;17;28;37;72;36;99;181;137;134;62;22;24;34;63;23;120;201;122;184;121;1717;seilhac
19256;Sérandon;3;0;9;11;6;19;37;32;37;13;5;9;13;9;3;19;34;34;40;23;356;serandon
19257;Sérilhac;3;4;9;7;4;24;28;23;19;11;1;9;5;13;4;19;25;23;21;16;268;serilhac
19258;Servières-le-Château;3;9;11;24;14;41;66;70;61;12;7;8;9;16;11;34;58;73;49;40;616;servieres le chateau
19259;Sexcles;3;5;2;10;2;13;24;21;26;13;1;1;7;9;3;13;16;27;26;12;234;sexcles
19260;Sioniac;3;2;3;11;2;12;24;17;29;6;2;3;3;11;1;10;27;18;30;12;226;sioniac
19261;Sornac;3;9;12;9;21;55;97;83;63;30;6;7;16;17;16;41;90;73;58;61;767;sornac
19262;Soudaine-Lavinadière;2;0;5;5;2;6;21;12;22;12;0;1;3;3;2;7;15;15;28;13;174;soudaine lavinadiere
19263;Soudeilles;4;6;8;13;6;17;40;28;26;8;6;1;8;9;2;23;29;29;29;11;303;soudeilles
19264;Soursac;3;6;13;7;8;38;42;52;64;19;3;4;9;11;5;30;38;50;68;35;505;soursac
19265;Tarnac;5;7;6;7;4;27;32;32;41;15;2;3;5;4;3;24;24;30;39;18;328;tarnac
19266;Thalamy;4;2;1;2;3;6;10;7;10;1;1;1;8;6;1;9;10;4;8;4;98;thalamy
19268;Toy-Viam;0;1;0;0;1;1;3;2;6;2;0;0;1;1;0;2;3;3;6;5;37;toy viam
19269;Treignac;14;13;23;36;36;72;109;102;131;78;12;8;34;32;32;67;104;127;152;173;1355;treignac
19270;Troche;8;9;18;16;13;37;70;33;41;27;9;7;13;21;14;49;54;34;53;33;559;troche
19271;Tudeils;3;6;6;10;5;11;41;16;23;9;0;2;4;10;5;14;35;16;18;11;245;tudeils
19272;Tulle;141;188;304;494;1093;1256;1211;808;942;368;164;169;347;462;765;1115;1413;1043;1157;1011;14451;tulle
19273;Turenne;11;14;25;32;14;62;100;69;68;23;18;15;33;35;15;64;89;62;67;34;850;turenne
19274;Ussac;48;76;144;207;104;323;481;322;285;61;59;72;132;173;93;348;485;347;302;107;4169;ussac
19275;Ussel;162;145;259;387;313;789;907;714;691;241;149;141;245;390;399;749;881;806;867;549;9784;ussel
19276;Uzerche;26;19;55;74;148;483;333;190;157;114;25;36;49;96;64;153;221;161;206;238;2848;uzerche
19277;Valiergues;2;5;1;6;3;13;19;13;11;6;1;1;6;6;4;9;17;11;7;4;145;valiergues
19278;Varetz;40;45;67;120;58;175;276;167;188;61;29;30;86;95;43;179;259;187;207;97;2409;varetz
19279;Vars-sur-Roseix;5;9;14;15;11;34;39;30;32;7;7;9;7;17;7;32;36;21;37;6;375;vars sur roseix
19280;Végennes;2;2;2;1;4;15;16;15;21;8;4;2;2;5;5;12;13;12;26;8;175;vegennes
19281;Veix;1;0;1;3;1;8;6;5;6;8;0;0;2;2;3;3;5;2;9;2;67;veix
19283;Veyrières;1;2;2;5;0;9;7;6;4;2;1;1;4;1;1;5;7;6;7;1;72;veyrieres
19284;Viam;1;0;1;2;3;6;9;13;8;4;0;0;4;4;3;4;14;8;11;4;99;viam
19285;Vigeois;18;17;29;41;14;85;124;65;108;67;11;16;26;37;11;88;108;90;115;132;1202;vigeois
19286;Vignols;8;8;11;21;9;42;51;49;49;24;10;7;15;20;12;32;67;46;50;27;558;vignols
19287;Vitrac-sur-Montane;4;5;6;15;5;14;30;18;18;9;5;6;9;18;5;18;31;14;19;16;265;vitrac sur montane
19288;Voutezac;18;15;40;44;87;92;107;108;94;37;5;18;31;47;56;78;110;101;110;71;1269;voutezac
19289;Yssandon;7;7;25;30;17;49;78;53;43;22;8;14;23;31;15;53;72;61;46;30;684;yssandon
21001;Agencourt;6;4;10;12;16;36;64;28;39;9;5;11;14;17;21;34;52;38;37;5;458;agencourt
21002;Agey;7;7;9;7;4;20;29;20;22;15;3;7;10;9;6;21;33;24;19;12;284;agey
21003;Ahuy;16;17;35;64;39;56;132;114;128;25;10;10;20;48;38;62;128;140;98;37;1217;ahuy
21004;Aignay-le-Duc;2;2;4;17;9;17;40;20;26;15;3;3;1;8;10;12;33;23;26;19;290;aignay le duc
21005;Aiserey;24;29;45;74;46;124;143;75;92;22;26;25;51;76;44;120;140;97;94;42;1389;aiserey
21006;Aisey-sur-Seine;4;1;5;5;3;15;12;22;18;8;1;4;5;6;2;15;10;20;13;9;178;aisey sur seine
21007;Aisy-sous-Thil;6;3;15;17;5;13;18;22;17;5;4;3;3;9;1;14;23;16;23;6;223;aisy sous thil
21008;Alise-Sainte-Reine;5;1;8;9;10;30;53;53;71;32;3;6;3;13;16;28;53;55;62;74;585;alise sainte reine
21009;Allerey;6;4;6;5;2;15;18;6;26;9;2;2;5;2;1;11;13;10;20;7;170;allerey
21010;Aloxe-Corton;1;3;5;8;3;9;15;13;7;2;0;1;3;7;4;11;18;11;6;8;135;aloxe corton
21011;Ampilly-les-Bordes;2;2;1;2;6;6;5;6;9;3;2;3;0;1;4;6;6;7;8;3;82;ampilly les bordes
21012;Ampilly-le-Sec;4;4;12;24;4;18;39;30;31;12;2;4;11;14;8;18;41;30;37;12;355;ampilly le sec
21013;Ancey;14;13;13;22;5;53;58;24;13;3;9;17;25;15;6;51;51;24;10;8;434;ancey
21014;Antheuil;0;1;3;0;2;7;4;5;4;3;1;0;0;0;3;5;3;8;8;5;62;antheuil
21015;Antigny-la-Ville;0;2;7;7;1;6;13;7;6;3;0;1;3;8;2;5;14;6;10;7;108;antigny la ville
21016;Arceau;16;18;44;38;18;69;99;61;59;8;18;23;30;44;19;88;97;53;47;20;869;arceau
21017;Arcenant;8;11;17;32;13;41;68;25;35;5;7;9;17;22;13;35;65;35;39;10;507;arcenant
21018;Arcey;2;3;1;0;1;5;6;4;3;0;2;1;0;4;0;3;8;4;3;1;51;arcey
21020;Arconcey;3;4;10;8;3;19;26;15;13;8;10;5;3;14;2;18;24;11;13;9;218;arconcey
21021;Arc-sur-Tille;58;42;101;134;91;192;312;189;160;35;47;50;95;123;84;210;316;197;165;47;2648;arc sur tille
21022;Argilly;8;14;20;40;15;52;64;35;27;3;9;6;15;20;10;47;57;33;28;5;508;argilly
21023;Arnay-le-Duc;11;13;25;40;38;103;102;106;155;65;13;11;27;48;34;86;127;110;180;160;1454;arnay le duc
21024;Arnay-sous-Vitteaux;1;1;1;3;3;17;10;8;10;4;5;1;3;2;4;7;8;12;7;3;110;arnay sous vitteaux
21025;Arrans;2;2;4;5;2;8;3;7;8;0;0;3;1;0;0;8;5;10;3;2;73;arrans
21026;Asnières-en-Montagne;2;1;8;11;5;12;24;10;20;1;6;0;8;11;2;13;21;9;19;8;191;asnieres en montagne
21027;Asnières-lès-Dijon;11;22;41;81;34;62;153;83;71;14;19;12;45;70;39;79;151;74;73;13;1147;asnieres les dijon
21028;Athée;6;13;34;39;10;46;82;51;45;28;16;9;31;23;15;65;79;43;55;91;781;athee
21029;Athie;2;4;3;3;0;3;9;3;11;0;2;3;2;2;1;7;3;4;9;3;74;athie
21030;Aubaine;2;3;1;2;0;10;12;11;11;2;1;2;3;5;2;7;10;6;8;1;99;aubaine
21031;Aubigny-en-Plaine;10;13;15;19;17;60;58;34;25;3;6;9;23;20;11;59;50;31;24;7;494;aubigny en plaine
21032;Aubigny-la-Ronce;1;2;2;10;2;10;20;19;12;3;4;0;5;6;4;16;19;14;10;9;168;aubigny la ronce
21033;Aubigny-lès-Sombernon;1;6;4;4;1;11;20;10;15;5;3;1;4;5;1;14;14;8;15;3;145;aubigny les sombernon
21034;Autricourt;2;2;4;2;0;12;6;16;15;2;3;1;4;4;3;10;9;10;15;12;132;autricourt
21035;Auvillars-sur-Saône;8;6;14;26;7;42;43;15;15;4;3;9;14;7;8;35;38;18;14;7;333;auvillars sur saone
21036;Auxant;1;1;2;2;2;6;10;4;6;3;4;2;0;3;0;5;6;1;10;2;70;auxant
21037;Auxey-Duresses;2;1;6;13;6;20;34;35;16;17;5;3;5;12;6;21;36;33;19;19;309;auxey duresses
21038;Auxonne;120;125;253;362;455;769;652;420;498;181;105;89;224;332;310;646;705;477;586;375;7684;auxonne
21039;Avelanges;1;0;0;2;2;2;4;3;3;4;0;0;0;1;1;2;3;4;1;4;37;avelanges
21040;Avosnes;1;1;7;3;4;9;7;7;5;4;3;3;4;2;1;10;6;5;3;4;89;avosnes
21041;Avot;4;6;10;5;5;18;14;19;14;3;3;3;4;6;6;16;16;15;10;9;186;avot
21042;Bagnot;2;3;2;3;7;16;14;13;12;2;5;5;4;4;4;22;14;10;14;5;161;bagnot
21043;Baigneux-les-Juifs;3;4;9;13;6;14;11;20;15;10;5;3;7;16;12;18;24;17;12;24;243;baigneux les juifs
21044;Balot;1;2;1;3;2;8;12;6;8;3;0;1;2;3;3;8;8;5;6;3;85;balot
21045;Barbirey-sur-Ouche;4;2;9;10;3;18;32;14;18;7;1;2;2;7;3;14;30;22;13;10;221;barbirey sur ouche
21046;Bard-le-Régulier;1;1;4;6;2;4;10;2;7;2;1;1;2;1;1;5;5;4;9;4;72;bard le regulier
21047;Bard-lès-Époisses;0;0;0;3;4;7;8;5;4;5;0;1;0;2;1;9;6;7;1;7;70;bard les epoisses
21048;Barges;14;15;31;40;10;59;69;33;35;7;13;13;22;34;12;68;57;29;36;6;603;barges
21049;Barjon;0;0;0;3;0;5;2;3;4;2;1;1;1;1;1;4;3;2;6;1;40;barjon
21050;Baubigny;1;2;0;11;6;13;29;20;15;5;2;2;8;7;4;7;29;15;18;9;203;baubigny
21051;Baulme-la-Roche;0;1;3;7;1;4;15;7;7;3;1;0;4;1;4;4;13;6;5;7;93;baulme la roche
21052;Beaulieu;0;0;0;1;1;1;0;4;8;1;0;0;0;0;2;1;3;1;3;1;27;beaulieu
21053;Beaumont-sur-Vingeanne;2;2;9;12;4;10;26;15;20;5;1;1;7;3;2;14;22;11;19;13;198;beaumont sur vingeanne
21054;Beaune;306;352;642;945;901;1866;2126;1291;1322;555;267;321;536;893;761;1923;2157;1529;1725;1227;21645;beaune
21055;Beaunotte;0;0;1;1;0;4;3;0;1;3;0;0;0;1;0;3;0;1;3;0;21;beaunotte
21056;Beire-le-Châtel;19;17;34;39;23;83;93;56;45;13;17;28;28;38;19;90;91;45;50;21;849;beire le chatel
21057;Beire-le-Fort;14;8;10;14;7;36;39;13;19;4;8;6;14;22;13;35;41;14;21;7;345;beire le fort
21058;Belan-sur-Ource;4;1;11;15;10;15;22;19;28;6;5;3;4;10;8;16;28;24;15;13;257;belan sur ource
21059;Bellefond;20;15;29;36;20;65;87;76;71;8;16;14;22;39;17;63;98;80;69;13;858;bellefond
21060;Belleneuve;25;34;73;75;38;109;178;88;139;39;24;31;51;92;35;137;162;101;130;60;1621;belleneuve
21061;Bellenod-sur-Seine;1;0;3;2;2;5;7;4;7;2;2;0;3;5;1;8;7;4;9;4;76;bellenod sur seine
21062;Bellenot-sous-Pouilly;2;3;9;13;6;20;20;19;25;5;3;2;3;9;4;18;19;23;21;8;232;bellenot sous pouilly
21063;Beneuvre;0;2;3;1;2;3;7;15;9;2;0;0;4;3;1;5;17;5;13;2;94;beneuvre
21064;Benoisey;5;2;2;2;3;12;10;7;7;6;3;3;2;3;1;15;7;9;4;4;107;benoisey
21065;Bessey-en-Chaume;4;1;7;7;6;12;20;10;4;4;3;6;6;8;7;10;22;6;8;6;157;bessey en chaume
21066;Bessey-la-Cour;0;0;1;2;2;3;7;3;12;2;0;0;1;0;0;5;8;5;8;1;60;bessey la cour
21067;Bessey-lès-Cîteaux;16;16;26;34;22;58;94;38;37;8;16;12;34;34;19;68;81;35;39;13;700;bessey les citeaux
21068;Beurey-Bauguay;2;3;7;6;2;10;13;10;3;3;2;1;4;7;4;15;10;6;7;7;122;beurey bauguay
21069;Beurizot;0;1;9;8;6;13;9;6;8;1;1;3;6;5;2;9;12;9;8;5;121;beurizot
21070;Bévy;5;6;7;7;1;19;17;5;2;2;2;3;6;4;0;24;14;5;6;1;136;bevy
21071;Bèze;10;19;29;40;15;56;81;58;38;14;8;16;26;34;19;53;89;48;45;19;717;beze
21072;Bézouotte;2;0;2;5;7;16;26;19;19;3;0;4;5;10;5;20;24;20;11;4;202;bezouotte
21074;Billey;4;5;12;12;7;19;25;21;17;8;4;9;15;5;4;22;21;21;20;6;257;billey
21075;Billy-lès-Chanceaux;0;1;3;5;3;3;8;4;5;1;0;0;2;2;0;4;5;7;2;3;58;billy les chanceaux
21076;Binges;21;13;34;22;12;80;92;52;48;7;17;22;20;30;15;85;74;55;52;20;771;binges
21077;Bissey-la-Côte;1;0;4;6;2;10;9;10;14;2;2;3;5;10;0;9;11;13;10;3;124;bissey la cote
21078;Bissey-la-Pierre;2;1;4;3;3;5;10;4;4;2;1;1;2;4;2;5;11;2;4;4;74;bissey la pierre
21079;Blagny-sur-Vingeanne;2;3;4;5;0;9;18;11;12;2;2;2;6;11;0;9;12;10;12;3;133;blagny sur vingeanne
21080;Blaisy-Bas;3;11;22;43;19;53;84;44;50;7;7;10;34;38;15;47;85;46;41;25;684;blaisy bas
21081;Blaisy-Haut;0;7;6;5;4;11;17;9;8;1;4;3;4;3;5;10;16;11;4;1;129;blaisy haut
21082;Blancey;1;0;3;3;4;5;8;5;6;1;1;1;2;5;2;3;9;4;8;2;73;blancey
21083;Blanot;0;2;5;3;4;5;17;8;14;6;2;2;0;7;2;7;14;11;16;4;129;blanot
21084;Source-Seine;0;0;1;4;4;3;10;8;2;2;0;0;0;1;1;2;10;7;2;4;61;source seine
21085;Bligny-le-Sec;1;1;8;8;3;11;16;10;10;6;2;1;1;8;6;9;21;7;13;10;152;bligny le sec
21086;Bligny-lès-Beaune;19;20;36;61;49;101;145;72;101;21;17;12;28;53;32;95;150;84;103;39;1238;bligny les beaune
21087;Bligny-sur-Ouche;12;20;22;30;28;48;88;66;72;30;9;13;20;38;18;53;79;56;72;67;841;bligny sur ouche
21088;Boncourt-le-Bois;2;4;9;17;5;13;44;20;18;2;7;6;10;19;6;19;39;17;23;5;285;boncourt le bois
21089;Bonnencontre;13;5;19;22;15;34;62;20;26;10;5;12;10;23;9;41;54;26;28;13;447;bonnencontre
21090;Boudreville;1;0;0;2;1;6;9;5;7;7;0;0;2;3;0;2;7;2;8;7;69;boudreville
21091;Bouhey;0;0;0;1;0;0;6;5;3;5;0;0;1;0;0;2;4;7;2;1;37;bouhey
21092;Bouilland;3;4;7;11;7;18;26;16;9;5;3;3;4;9;6;23;26;14;7;8;209;bouilland
21093;Bouix;1;3;7;8;1;12;24;8;8;2;2;5;4;8;2;14;17;6;21;6;159;bouix
21094;Bourberain;6;10;17;29;10;29;51;24;13;10;8;6;12;21;9;38;48;19;17;12;389;bourberain
21095;Bousselange;2;0;3;1;0;1;8;6;3;5;0;0;0;1;1;1;3;6;7;5;53;bousselange
21096;Boussenois;1;5;6;6;6;17;13;9;5;2;2;0;3;6;3;13;13;5;6;3;124;boussenois
21097;Boussey;0;0;3;0;0;5;3;4;3;1;1;1;1;1;1;4;3;2;2;0;35;boussey
21098;Boux-sous-Salmaise;0;1;3;7;1;4;17;5;18;4;0;2;4;3;2;10;11;10;18;5;125;boux sous salmaise
21099;Bouze-lès-Beaune;6;3;7;14;7;30;43;23;13;7;7;2;15;15;3;28;42;22;22;7;316;bouze les beaune
21100;Brain;0;0;3;0;0;3;3;6;2;0;0;1;1;1;0;3;1;3;4;2;33;brain
21101;Braux;2;2;1;5;8;11;20;14;8;4;3;1;5;13;2;11;21;17;10;9;167;braux
21102;Brazey-en-Morvan;0;1;3;5;4;6;12;13;17;6;1;3;4;4;0;10;7;17;18;8;139;brazey en morvan
21103;Brazey-en-Plaine;34;46;73;141;101;159;274;146;165;67;27;37;61;123;66;185;271;150;189;76;2391;brazey en plaine
21104;Brémur-et-Vaurois;0;3;1;1;0;3;5;5;6;0;1;0;1;2;0;1;9;6;3;3;50;bremur et vaurois
21105;Bressey-sur-Tille;33;31;55;56;40;126;102;55;44;0;34;32;47;48;45;143;105;66;40;3;1105;bressey sur tille
21106;Bretenière;17;18;37;49;27;64;105;52;55;14;16;27;38;46;29;80;96;56;57;18;901;breteniere
21107;Bretigny;16;13;34;45;25;59;128;71;39;10;11;19;45;54;26;66;125;61;40;17;904;bretigny
21108;Brianny;2;1;4;3;5;9;10;7;9;3;2;8;6;4;2;8;17;6;6;2;114;brianny
21109;Brion-sur-Ource;2;2;6;8;11;16;25;24;16;7;2;4;4;11;5;15;26;28;14;10;236;brion sur ource
21110;Brochon;9;4;19;34;17;46;57;57;49;24;4;9;17;27;27;44;63;53;64;41;665;brochon
21111;Brognon;9;9;12;10;12;38;31;24;17;4;7;4;10;11;4;36;28;26;11;3;306;brognon
21112;Broin;8;5;11;21;10;38;58;29;28;7;8;10;13;26;9;40;51;24;27;11;434;broin
21113;Broindon;8;12;11;7;4;25;22;8;6;1;7;4;13;7;2;32;15;7;6;0;197;broindon
21114;Buffon;3;1;7;6;4;14;16;14;24;4;3;5;3;7;2;17;11;17;15;10;183;buffon
21115;Buncey;10;6;11;15;7;25;44;28;38;6;5;5;10;9;19;26;37;33;35;12;381;buncey
21116;Bure-les-Templiers;4;1;4;5;4;11;13;10;11;5;1;1;3;6;5;9;9;13;8;11;134;bure les templiers
21117;Busseaut;0;0;1;0;0;3;5;5;8;2;0;1;1;4;1;3;3;4;5;2;48;busseaut
21118;Busserotte-et-Montenaille;0;1;0;0;0;5;1;3;4;0;0;1;1;0;0;1;2;3;3;0;25;busserotte et montenaille
21119;Bussières;0;0;0;1;2;4;2;7;2;2;0;1;0;0;2;1;3;6;3;4;40;bussieres
21120;La Bussière-sur-Ouche;2;5;7;4;0;14;16;14;9;5;2;2;2;6;1;11;13;22;12;5;152;la bussiere sur ouche
21121;Bussy-la-Pesle;3;0;1;2;5;5;8;7;6;3;1;0;1;3;0;6;6;7;9;3;76;bussy la pesle
21122;Bussy-le-Grand;8;7;11;14;10;31;31;26;16;10;6;5;14;12;10;22;37;17;16;14;317;bussy le grand
21123;Buxerolles;0;0;1;3;0;2;5;2;2;0;1;0;1;1;0;1;6;1;4;1;31;buxerolles
21124;Censerey;2;2;4;6;1;9;15;24;20;7;1;1;7;11;2;8;10;20;15;10;175;censerey
21125;Cérilly;1;5;6;17;6;11;27;19;29;5;1;1;6;12;1;9;25;15;29;12;237;cerilly
21126;Cessey-sur-Tille;17;16;26;22;12;76;63;45;34;8;8;13;20;22;18;61;58;53;38;15;625;cessey sur tille
21127;Chaignay;8;14;18;25;16;37;62;31;36;6;9;13;23;29;15;47;64;32;27;11;523;chaignay
21128;Chailly-sur-Armançon;2;4;7;10;8;17;33;13;15;7;4;4;11;14;8;17;27;11;18;15;245;chailly sur armancon
21129;Chambain;0;0;0;1;1;3;1;3;4;1;0;1;1;0;0;1;4;3;4;1;29;chambain
21130;Chambeire;5;13;17;15;9;44;41;35;14;2;10;5;19;18;9;47;43;24;15;5;390;chambeire
21131;Chamblanc;6;10;14;21;13;35;53;37;25;10;6;6;11;24;20;34;56;28;31;21;461;chamblanc
21132;Chamboeuf;6;7;15;29;10;28;43;31;27;4;7;6;7;20;6;30;44;30;21;6;377;chamboeuf
21133;Chambolle-Musigny;5;5;8;10;13;32;34;18;26;8;4;4;6;8;10;22;29;14;27;13;296;chambolle musigny
21134;Chamesson;2;6;8;14;14;21;25;37;17;13;2;2;7;10;2;15;38;24;21;7;285;chamesson
21135;Champagne-sur-Vingeanne;7;10;12;10;3;25;32;27;24;8;2;8;16;13;6;28;22;23;24;10;310;champagne sur vingeanne
21136;Champagny;0;0;1;1;0;0;4;2;1;1;0;0;0;5;0;1;6;2;2;1;27;champagny
21137;Champ-d'Oiseau;2;2;2;5;3;9;11;6;4;1;3;2;3;5;1;9;7;9;3;3;90;champ d'oiseau
21138;Champdôtre;14;16;15;23;21;62;70;41;34;13;16;14;20;23;19;58;60;39;30;13;601;champdotre
21139;Champeau-en-Morvan;3;2;2;2;4;13;24;19;36;14;0;4;5;4;2;11;20;19;27;20;231;champeau en morvan
21140;Champignolles;3;2;0;1;2;8;10;7;4;3;1;2;1;2;0;9;7;6;4;3;75;champignolles
